registry_number,business_name,entity_type,registry_date,associated_name_type,address,city,state,zip,business_details,address_continued,not_of_record_entity
42739698,"190TH INDUSTRIAL PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2007-04-13T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,2025 SE 190TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=42739698&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
43506492,HACHEM ENTERPRISES INC,DOMESTIC BUSINESS CORPORATION,2007-05-10T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,16047 E BURNSIDE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=43506492&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
43535590,J & H HAIR DESIGN,ASSUMED BUSINESS NAME,2007-05-11T00:00:00.000,AUTHORIZED REPRESENTATIVE,17109 SE PINE ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=43535590&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
43769595,PORTLAND METRO CONCERT BAND,DOMESTIC NONPROFIT CORPORATION,2007-05-22T00:00:00.000,MAILING ADDRESS,18005 SE MILL CT,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=43769595&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
43769595,PORTLAND METRO CONCERT BAND,DOMESTIC NONPROFIT CORPORATION,2007-05-22T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,18005 SE MILL CT,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=43769595&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
43769595,PORTLAND METRO CONCERT BAND,DOMESTIC NONPROFIT CORPORATION,2007-05-22T00:00:00.000,REGISTERED AGENT,18005 SE MILL CT,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=43769595&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
44382794,AJB HOLDINGS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-06-15T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1424 SE 162ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=44382794&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
44382794,AJB HOLDINGS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-06-15T00:00:00.000,REGISTERED AGENT,1424 SE 162ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=44382794&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
44382992,BLACK DIAMOND RECORDING STUDIOS,ASSUMED BUSINESS NAME,2007-06-15T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1424 SE 162ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=44382992&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
44578797,"JOHN TAYLOR, BROKER AND CONSULTANT",ASSUMED BUSINESS NAME,2007-06-26T11:03:13.000,PRINCIPAL PLACE OF BUSINESS,109 SE 165TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=44578797&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
44693695,"EXTENDED CARE PORTFOLIO MULTISTATE POOL TENANT, LLC",FOREIGN LIMITED LIABILITY COMPANY,2007-06-29T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1400 NE 2ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=44693695&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
44897692,"SE OAK, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2007-07-10T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,18155 SE OAK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=44897692&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
45086493,"COLES CONDOMINIUM HOMEOWNER'S ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,2007-07-19T00:00:00.000,MAILING ADDRESS,1203 SE 148TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=45086493&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
45086493,"COLES CONDOMINIUM HOMEOWNER'S ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,2007-07-19T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1203 SE 148TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=45086493&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
45243193,PINACLE CONSTRUCTION INC.,DOMESTIC BUSINESS CORPORATION,2007-07-26T00:00:00.000,MAILING ADDRESS,661 SE 162ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=45243193&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
45243193,PINACLE CONSTRUCTION INC.,DOMESTIC BUSINESS CORPORATION,2007-07-26T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,661 SE 162ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=45243193&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
45243193,PINACLE CONSTRUCTION INC.,DOMESTIC BUSINESS CORPORATION,2007-07-26T00:00:00.000,REGISTERED AGENT,661 SE 162ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=45243193&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
45808391,ALARM TRACKS,ASSUMED BUSINESS NAME,2007-08-20T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,13343 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=45808391&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46391595,ONE STOP PLAZA LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-09-17T00:00:00.000,MAILING ADDRESS,14919 SE STARK #113,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46391595&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46391595,ONE STOP PLAZA LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-09-17T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,14919 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46391595&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46391595,ONE STOP PLAZA LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-09-17T00:00:00.000,REGISTERED AGENT,14801 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46391595&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46477691,"T & P WINDOWS, DOORS & MORE",ASSUMED BUSINESS NAME,2007-09-19T00:00:00.000,AUTHORIZED REPRESENTATIVE,1333 SE 148TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46477691&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46477691,"T & P WINDOWS, DOORS & MORE",ASSUMED BUSINESS NAME,2007-09-19T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1333 SE 148TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46477691&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46586590,SUNSHINE ADULT DAY SERVICES LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-09-25T09:58:58.000,PRINCIPAL PLACE OF BUSINESS,18901 E BURNSIDE ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46586590&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46625695,CG ELECTRONICS 1,ASSUMED BUSINESS NAME,2007-09-26T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,18340 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46625695&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46694899,MJK CONSTRUCTION LLC,FOREIGN LIMITED LIABILITY COMPANY,2007-09-28T00:00:00.000,MAILING ADDRESS,647 SE 151ST AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46694899&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46694899,MJK CONSTRUCTION LLC,FOREIGN LIMITED LIABILITY COMPANY,2007-09-28T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,647 SE 151ST AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46694899&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
46694899,MJK CONSTRUCTION LLC,FOREIGN LIMITED LIABILITY COMPANY,2007-09-28T00:00:00.000,REGISTERED AGENT,647 SE 151ST AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=46694899&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
47306493,"UNIVERSAL FLOORING & INTERIORS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2007-10-25T00:00:00.000,MAILING ADDRESS,PO BOX 66365,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=47306493&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
47195599,DREAM ON SALOON,ASSUMED BUSINESS NAME,2007-10-30T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,15920 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=47195599&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
47589692,LUCAS APARTMENTS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-11-08T11:35:53.000,PRINCIPAL PLACE OF BUSINESS,16115 SE SHERMAN,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=47589692&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
47889597,NEW HEIGHTS PAINTING,ASSUMED BUSINESS NAME,2007-11-23T00:00:00.000,AUTHORIZED REPRESENTATIVE,16522 SE MARKET ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=47889597&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
47889597,NEW HEIGHTS PAINTING,ASSUMED BUSINESS NAME,2007-11-23T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,16522 SE MARKET ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=47889597&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48277396,BVI TRANSPORT LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-12-12T13:32:00.000,MAILING ADDRESS,16600 SE SALMON ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48277396&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48277396,BVI TRANSPORT LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-12-12T13:32:00.000,PRINCIPAL PLACE OF BUSINESS,16600 SE SALMON ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48277396&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48277396,BVI TRANSPORT LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-12-12T13:32:00.000,REGISTERED AGENT,16600 SE SALMON ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48277396&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48381693,TOM HALE LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-12-17T00:00:00.000,MAILING ADDRESS,240 SE 167TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48381693&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48381693,TOM HALE LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-12-17T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,240 SE 167TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48381693&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48381693,TOM HALE LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-12-17T00:00:00.000,REGISTERED AGENT,240 SE 167TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48381693&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48439897,ASSOCIATION OF PORTLAND HAITIAN-AMERICAN FOR SERVICES AND EDUCATION,DOMESTIC NONPROFIT CORPORATION,2007-12-19T00:00:00.000,REGISTERED AGENT,883 SE 193RD AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48439897&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48598395,STARLIGHT ADULT CARE HOME LLC,DOMESTIC LIMITED LIABILITY COMPANY,2007-12-27T00:00:00.000,REGISTERED AGENT,14247 SE STARK ST STE 200,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48598395&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48555999,"LOTUS APARTMENTS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-01-02T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,17627 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48555999&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48940993,"KING/KELLER NE 16TH, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-01-11T00:00:00.000,MAILING ADDRESS,13343 SE STARK ST STE 200,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48940993&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48940993,"KING/KELLER NE 16TH, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-01-11T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,13343 SE STARK ST STE 200,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48940993&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
48940993,"KING/KELLER NE 16TH, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-01-11T00:00:00.000,REGISTERED AGENT,13343 SE STARK ST STE 200,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=48940993&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49058399,THOMAS CREEK CONCEPTS,ASSUMED BUSINESS NAME,2008-01-16T00:00:00.000,AUTHORIZED REPRESENTATIVE,240 SE 167TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49058399&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49058399,THOMAS CREEK CONCEPTS,ASSUMED BUSINESS NAME,2008-01-16T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,240 SE 167TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49058399&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49334998,"CATHY'S CARD SHOPPE, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-01-28T10:58:04.000,MAILING ADDRESS,17902 SE HARRISON ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49334998&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49334998,"CATHY'S CARD SHOPPE, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-01-28T10:58:04.000,PRINCIPAL PLACE OF BUSINESS,17902 SE HARRISON ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49334998&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49334998,"CATHY'S CARD SHOPPE, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-01-28T10:58:04.000,REGISTERED AGENT,17902 SE HARRISON STREET,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49334998&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49523897,LIDIA'S HOUSEKEEPER,ASSUMED BUSINESS NAME,2008-02-04T00:00:00.000,AUTHORIZED REPRESENTATIVE,13921 SE MAIN CT,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49523897&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49523897,LIDIA'S HOUSEKEEPER,ASSUMED BUSINESS NAME,2008-02-04T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,13921 SE MAIN CT,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49523897&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49511199,RUTHERFORD CORE SUPPLY LLC,DOMESTIC LIMITED LIABILITY COMPANY,2008-02-04T00:00:00.000,MAILING ADDRESS,12630 SE LINCOLN CT,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49511199&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49511199,RUTHERFORD CORE SUPPLY LLC,DOMESTIC LIMITED LIABILITY COMPANY,2008-02-04T00:00:00.000,REGISTERED AGENT,202 SE 181ST AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49511199&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49589492,"MYC PROPERTIES, INC",DOMESTIC BUSINESS CORPORATION,2008-02-06T00:00:00.000,MAILING ADDRESS,14015 SE STARK STREET,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49589492&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49589492,"MYC PROPERTIES, INC",DOMESTIC BUSINESS CORPORATION,2008-02-06T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,14015 SE STARK STREET,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49589492&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49589492,"MYC PROPERTIES, INC",DOMESTIC BUSINESS CORPORATION,2008-02-06T00:00:00.000,REGISTERED AGENT,14015 SE STARK STREET,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49589492&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49630197,"LUCKY SPOT, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-02-08T08:38:39.000,MAILING ADDRESS,14919 SE STARK #112,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49630197&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49630197,"LUCKY SPOT, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-02-08T08:38:39.000,PRINCIPAL PLACE OF BUSINESS,14919 SE STARK #112,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49630197&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49630197,"LUCKY SPOT, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-02-08T08:38:39.000,REGISTERED AGENT,14919 SE STARK #112,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49630197&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49816994,CARPENTERS INDUSTRIAL COUNCIL LOCAL UNION #1017,DOMESTIC NONPROFIT CORPORATION,2008-02-15T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1636 E BURNSIDE ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49816994&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49806599,THE OREGON DUST BUSTERS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2008-02-15T07:53:11.000,MAILING ADDRESS,1703 SE 135TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49806599&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49806599,THE OREGON DUST BUSTERS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2008-02-15T07:53:11.000,PRINCIPAL PLACE OF BUSINESS,1703 SE 135TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49806599&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
49806599,THE OREGON DUST BUSTERS LLC,DOMESTIC LIMITED LIABILITY COMPANY,2008-02-15T07:53:11.000,REGISTERED AGENT,1703 SE 135TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=49806599&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
50034991,"MARY MAY INVESTMENTS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-02-26T00:00:00.000,MAILING ADDRESS,306 SE 146TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=50034991&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
50034991,"MARY MAY INVESTMENTS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-02-26T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,306 SE 146TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=50034991&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
50034991,"MARY MAY INVESTMENTS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,2008-02-26T00:00:00.000,REGISTERED AGENT,306 SE 146TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=50034991&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
50300897,HARDWOOD FLOOR SPECIALIST LLC,FOREIGN LIMITED LIABILITY COMPANY,2008-03-06T00:00:00.000,REGISTERED AGENT,16312 SE STEPHENS,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=50300897&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
50293498,"LOMA VILLAGE CONDOMINIUM HOMEOWNER'S ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,2008-03-06T00:00:00.000,MAILING ADDRESS,731 SE 148TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=50293498&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
50293498,"LOMA VILLAGE CONDOMINIUM HOMEOWNER'S ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,2008-03-06T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,731 SE 148TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=50293498&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
