registry_number,business_name,entity_type,registry_date,associated_name_type,address,city,state,zip,business_details,address_continued,not_of_record_entity
6485510,"SHANNON SWIM CLUB, INC.",DOMESTIC NONPROFIT CORPORATION,1960-07-08T00:00:00.000,MAILING ADDRESS,1211 SW 5TH AVE STE 1900,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6485510&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6485510,"SHANNON SWIM CLUB, INC.",DOMESTIC NONPROFIT CORPORATION,1960-07-08T00:00:00.000,REGISTERED AGENT,1211 SW 5TH AVE STE 1900,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6485510&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6568513,REED ELECTRIC CO.,DOMESTIC BUSINESS CORPORATION,1960-12-21T00:00:00.000,MAILING ADDRESS,1211 SW FIFTH AVE STE 1900,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6568513&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6568513,REED ELECTRIC CO.,DOMESTIC BUSINESS CORPORATION,1960-12-21T00:00:00.000,REGISTERED AGENT,1211 SW FIFTH AVE STE 1900,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6568513&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6568513,REED ELECTRIC CO.,DOMESTIC BUSINESS CORPORATION,1960-12-21T00:00:00.000,REGISTERED AGENT,1211 SW FIFTH AVE STE 1900,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6568513&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6621619,PRESTIGE MOVING & STORAGE CO.,DOMESTIC BUSINESS CORPORATION,1961-03-13T00:00:00.000,MAILING ADDRESS,851 SW 6TH AVE STE 1500,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6621619&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6621619,PRESTIGE MOVING & STORAGE CO.,DOMESTIC BUSINESS CORPORATION,1961-03-13T00:00:00.000,REGISTERED AGENT,851 SW 6TH AVE STE 1500,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6621619&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6629919,"PORTLAND METROPOLITAN SOFTBALL ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,1961-03-24T00:00:00.000,MAILING ADDRESS,10737 N UNION CT,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6629919&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6630016,POTTER-WEBSTER CO.,DOMESTIC BUSINESS CORPORATION,1961-03-24T00:00:00.000,MAILING ADDRESS,LEE DAVIS KELL,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6630016&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},520 SW YAMHILL ST STE 600,
6630016,POTTER-WEBSTER CO.,DOMESTIC BUSINESS CORPORATION,1961-03-24T00:00:00.000,REGISTERED AGENT,520 SW YAMHILL ST STE 600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6630016&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6658819,"CHRIST THE KING LUTHERAN CHURCH OF MILTON- FREEWATER, INC.",DOMESTIC NONPROFIT CORPORATION,1961-05-08T00:00:00.000,REGISTERED AGENT,1100 SW 6TH AVE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6658819&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6683312,FLOWERREE FOUNDATION,DOMESTIC NONPROFIT CORPORATION,1961-06-19T00:00:00.000,MAILING ADDRESS,THEDE CULPEPPER LLP,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6683312&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},111 SW FIFTH AVENUE SUITE 3675,
6683312,FLOWERREE FOUNDATION,DOMESTIC NONPROFIT CORPORATION,1961-06-19T00:00:00.000,REGISTERED AGENT,111 SW FIFTH AVENUE SUITE 3675,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6683312&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6710511,"JIM MEIER, INC.",DOMESTIC BUSINESS CORPORATION,1961-08-07T00:00:00.000,REGISTERED AGENT,1600 PIONEER TOWER,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6710511&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},888 SW FIFTH AVE,
6729917,OREGON DENTAL SERVICE,DOMESTIC NONPROFIT CORPORATION,1961-09-08T00:00:00.000,MAILING ADDRESS,601 SW SECOND AVE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6729917&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6729917,OREGON DENTAL SERVICE,DOMESTIC NONPROFIT CORPORATION,1961-09-08T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,601 SW SECOND AVE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6729917&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6739411,"WILLAMETTE VALLEY COUNTRY CLUB, INC.",DOMESTIC NONPROFIT CORPORATION,1961-09-25T00:00:00.000,REGISTERED AGENT,900 SW FIFTH AVE 24TH FL,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6739411&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6766612,"WEST HILLS COVENANT CHURCH, INC.",DOMESTIC NONPROFIT CORPORATION,1961-11-16T00:00:00.000,REGISTERED AGENT,117 SW TAYLOR ST STE 300,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6766612&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6805113,FLYFISHER'S CLUB OF OREGON,DOMESTIC NONPROFIT CORPORATION,1962-01-18T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,851 SW 6TH STE 1500,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6805113&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6805113,FLYFISHER'S CLUB OF OREGON,DOMESTIC NONPROFIT CORPORATION,1962-01-18T00:00:00.000,REGISTERED AGENT,851 SW 6TH STE 1500,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6805113&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6855316,MARV TONKIN LEASING CO.,DOMESTIC BUSINESS CORPORATION,1962-04-05T00:00:00.000,MAILING ADDRESS,888 SW FIFTH AVE SUITE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6855316&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6855316,MARV TONKIN LEASING CO.,DOMESTIC BUSINESS CORPORATION,1962-04-05T00:00:00.000,REGISTERED AGENT,888 SW 5TH AVE STE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6855316&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6982219,"L-M EQUIPMENT COMPANY, INC.",DOMESTIC BUSINESS CORPORATION,1962-10-29T00:00:00.000,REGISTERED AGENT,900 SW FIFTH AVENUE 24TH FLOOR,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6982219&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
11818788,ELKS YOUTH EYE SERVICE,DOMESTIC NONPROFIT CORPORATION,1963-01-29T00:00:00.000,MAILING ADDRESS,LEE DAVIS KELL,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=11818788&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},520 SW YAMHILL ST STE 600,
11818788,ELKS YOUTH EYE SERVICE,DOMESTIC NONPROFIT CORPORATION,1963-01-29T00:00:00.000,REGISTERED AGENT,520 SW YAMHILL ST STE 600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=11818788&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7094618,"BROCKAMP & JAEGER, INC.",DOMESTIC BUSINESS CORPORATION,1963-04-29T00:00:00.000,REGISTERED AGENT,888 SW FIFTH AVE #1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7094618&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7170715,"MASIC INDUSTRIES, INC.",DOMESTIC BUSINESS CORPORATION,1963-08-26T00:00:00.000,MAILING ADDRESS,LEE DAVIS KELL,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7170715&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},520 SW YAMHILL ST STE 600,
7170715,"MASIC INDUSTRIES, INC.",DOMESTIC BUSINESS CORPORATION,1963-08-26T00:00:00.000,REGISTERED AGENT,520 SW YAMHILL ST STE 600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7170715&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7174717,"RUBEN J. MENASHE, INC.",DOMESTIC BUSINESS CORPORATION,1963-09-01T00:00:00.000,MAILING ADDRESS,MOTSCHENBACHER BLATTNER LLP,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7174717&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},117 SW TAYLOR ST STE 300,
7174717,"RUBEN J. MENASHE, INC.",DOMESTIC BUSINESS CORPORATION,1963-09-01T00:00:00.000,REGISTERED AGENT,117 SW TAYLOR ST STE 300,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7174717&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7217615,KENDALL FORD LLC,DOMESTIC LIMITED LIABILITY COMPANY,1963-11-12T00:00:00.000,MAILING ADDRESS,TT ADMINISTRATIVE SERVICES LLC,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7217615&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},888 SW 5TH AVE STE 1600,
7217615,KENDALL FORD LLC,DOMESTIC LIMITED LIABILITY COMPANY,1963-11-12T00:00:00.000,REGISTERED AGENT,888 SW FIFTH AVE STE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7217615&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7300015,"SIGLER INVESTMENTS, INC.",DOMESTIC BUSINESS CORPORATION,1964-03-17T00:00:00.000,REGISTERED AGENT,620 SW 5TH STE 1010,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7300015&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7335417,"BEL-AIR CONVALESCENT HOME, INC.",DOMESTIC BUSINESS CORPORATION,1964-05-08T00:00:00.000,MAILING ADDRESS,520 SW YAMHILL ST STE 600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7335417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7335417,"BEL-AIR CONVALESCENT HOME, INC.",DOMESTIC BUSINESS CORPORATION,1964-05-08T00:00:00.000,REGISTERED AGENT,520 SW YAMHILL ST STE 600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7335417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
71486352,KLEENAIR FURNACE CO.,ASSUMED BUSINESS NAME,1964-07-01T00:00:00.000,AUTHORIZED REPRESENTATIVE,121 SW MORRISON ST 11TH FL,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=71486352&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7385511,"MELVCO, INC.",DOMESTIC BUSINESS CORPORATION,1964-07-16T00:00:00.000,REGISTERED AGENT,111 SW 5TH AVE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7385511&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7395817,SHEDRAIN CORPORATION,DOMESTIC BUSINESS CORPORATION,1964-08-01T00:00:00.000,MAILING ADDRESS,888 SW FIFTH AVE SUITE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7395817&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7395817,SHEDRAIN CORPORATION,DOMESTIC BUSINESS CORPORATION,1964-08-01T00:00:00.000,REGISTERED AGENT,888 SW FIFTH AVE STE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7395817&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7461015,"WALTER HOLDINGS, INC.",DOMESTIC BUSINESS CORPORATION,1964-11-19T00:00:00.000,MAILING ADDRESS,888 SW FIFTH AVENUE SUITE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7461015&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7461015,"WALTER HOLDINGS, INC.",DOMESTIC BUSINESS CORPORATION,1964-11-19T00:00:00.000,REGISTERED AGENT,888 SW FIFTH AVENUE SUITE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7461015&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7470917,"ANDERSON ROOFING CO., INC.",DOMESTIC BUSINESS CORPORATION,1964-12-07T00:00:00.000,REGISTERED AGENT,601 SW SECOND AVE #2100,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7470917&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7486319,"MT. HOOD CLEANERS AND LAUNDRY, INC.",DOMESTIC BUSINESS CORPORATION,1964-12-31T00:00:00.000,MAILING ADDRESS,111 SW 5TH AVENUE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7486319&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},SUITE 3800,
7486319,"MT. HOOD CLEANERS AND LAUNDRY, INC.",DOMESTIC BUSINESS CORPORATION,1964-12-31T00:00:00.000,REGISTERED AGENT,MICHAEL D WALKER,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7486319&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},111 SW 5TH AVENUE SUITE 3800,
7487515,"CURTIS TRAILERS, INC.",DOMESTIC BUSINESS CORPORATION,1965-01-01T00:00:00.000,MAILING ADDRESS,C/O 121 SW MORRISON ST STE 600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7487515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7487515,"CURTIS TRAILERS, INC.",DOMESTIC BUSINESS CORPORATION,1965-01-01T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,C/O 121 SW MORRISON ST STE 600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7487515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7487515,"CURTIS TRAILERS, INC.",DOMESTIC BUSINESS CORPORATION,1965-01-01T00:00:00.000,REGISTERED AGENT,121 SW MORRISON ST STE 600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7487515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7519515,"TRI-STATE AUTOMOTIVE PRODUCTS, INC.",DOMESTIC BUSINESS CORPORATION,1965-02-16T00:00:00.000,REGISTERED AGENT,900 SW 5TH AVE STE 2000,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7519515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7630817,ACME TRADING & SUPPLY COMPANY,DOMESTIC BUSINESS CORPORATION,1965-07-29T00:00:00.000,MAILING ADDRESS,529 SW 3RD AVE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7630817&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},SUITE 600,
7630817,ACME TRADING & SUPPLY COMPANY,DOMESTIC BUSINESS CORPORATION,1965-07-29T00:00:00.000,REGISTERED AGENT,529 SW 3RD AVE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7630817&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},SUITE 600,
7640519,"BRIDGETOWN COMMERCIAL HOLDINGS, INC.",DOMESTIC BUSINESS CORPORATION,1965-08-13T00:00:00.000,REGISTERED AGENT,510 SW FIFTH AVENUE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7640519&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},FIFTH FLOOR,
7685217,ENGLUND MARINE SUPPLY CO.,DOMESTIC BUSINESS CORPORATION,1965-11-01T00:00:00.000,MAILING ADDRESS,1211 SW FIFTH AVE STE 1900,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7685217&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7685217,ENGLUND MARINE SUPPLY CO.,DOMESTIC BUSINESS CORPORATION,1965-11-01T00:00:00.000,REGISTERED AGENT,1211 SW FIFTH AVE STE 1900,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7685217&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7685217,ENGLUND MARINE SUPPLY CO.,DOMESTIC BUSINESS CORPORATION,1965-11-01T00:00:00.000,REGISTERED AGENT,1211 SW FIFTH AVE STE 1900,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7685217&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7697014,"AMERICAN CIVIL LIBERTIES UNION OF OREGON, INC.",DOMESTIC NONPROFIT CORPORATION,1965-11-23T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,506 SW 6TH AVE STE 700,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7697014&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7697014,"AMERICAN CIVIL LIBERTIES UNION OF OREGON, INC.",DOMESTIC NONPROFIT CORPORATION,1965-11-23T00:00:00.000,REGISTERED AGENT,506 SW 6TH AVE STE 700,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7697014&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7775810,OREGON DENTAL ASSOCIATION CHARITABLE ACTIVITIES FUND,DOMESTIC NONPROFIT CORPORATION,1966-03-07T00:00:00.000,REGISTERED AGENT,STOEL RIVES ET AL,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7775810&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},900 SW FIFTH AVE STE 2300,
7781610,PBC CO. OF BEND LLC,DOMESTIC LIMITED LIABILITY COMPANY,1966-03-16T00:00:00.000,REGISTERED AGENT,888 SW FIFTH AVE STE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7781610&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7809312,"OREGON PUBLIC HEALTH ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,1966-04-22T00:00:00.000,MAILING ADDRESS,818 SW THIRD AVENUE #1201,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7809312&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7809312,"OREGON PUBLIC HEALTH ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,1966-04-22T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,818 SW 3RD AVE #1201,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7809312&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7809312,"OREGON PUBLIC HEALTH ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,1966-04-22T00:00:00.000,REGISTERED AGENT,818 SW 3RD AVENUE #1201,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7809312&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7858517,THE LIPPMAN CO.,DOMESTIC BUSINESS CORPORATION,1966-07-01T00:00:00.000,MAILING ADDRESS,888 SW FIFTH AVE #1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7858517&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7858517,THE LIPPMAN CO.,DOMESTIC BUSINESS CORPORATION,1966-07-01T00:00:00.000,REGISTERED AGENT,888 SW FIFTH AVE STE 1600,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7858517&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7886716,"A-DEC, INC.",DOMESTIC BUSINESS CORPORATION,1966-08-15T00:00:00.000,MAILING ADDRESS,601 SW SECOND AVE STE 1800,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7886716&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7886716,"A-DEC, INC.",DOMESTIC BUSINESS CORPORATION,1966-08-15T00:00:00.000,REGISTERED AGENT,HOLLAND KNIGHT LLP,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7886716&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},601 SW SECOND AVE STE 1800,
8054710,WILCO FARMERS,COOPERATIVE,1967-05-01T00:00:00.000,REGISTERED AGENT,601 SW 2ND AVE STE 2100,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=8054710&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
8093916,"BUILDERS DESIGN, INC.",DOMESTIC BUSINESS CORPORATION,1967-06-20T00:00:00.000,REGISTERED AGENT,722 SW SECOND AVE #240,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=8093916&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
8106718,"MULTNOMAH IRISH SETTER ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,1967-07-10T00:00:00.000,MAILING ADDRESS,1207 SW 6TH AVE,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=8106718&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
8137010,"PAE CONSULTING ENGINEERS, INC.",DOMESTIC BUSINESS CORPORATION,1967-08-25T00:00:00.000,MAILING ADDRESS,522 SW FIFTH AVE SUITE 1500,PORTLAND,OR,97204,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=8137010&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
